weekDayName,0,1
Fri,9.323076923,7.48952591
Mon,8.673130194,7.667433832
Sat,10.60606061,8.422510823
Sun,5,8.275803723
Thu,8.566666667,7.6692607
Tue,8.598130841,7.677175284
Wed,8.607843137,7.633858268
