Station_ID,maintFlag,WRK_DAY2,useHrs
Station-5,1,10/25/2019,5
Station-2,1,10/25/2019,5
Station-5,0,10/25/2019,19
Station-3,1,10/25/2019,5
Station-1,0,10/25/2019,19
Station-4,1,10/25/2019,14
Station-2,0,10/25/2019,19
Station-4,0,10/25/2019,10
Station-6,1,10/25/2019,24
Station-3,0,10/25/2019,19
Station-1,1,10/25/2019,5
Station-5,1,10/24/2019,5
Station-1,0,10/24/2019,24
Station-3,0,10/24/2019,24
Station-4,1,10/24/2019,5
Station-4,0,10/24/2019,19
Station-2,0,10/24/2019,24
Station-6,1,10/24/2019,24
Station-5,0,10/24/2019,19
Station-2,0,10/23/2019,24
Station-3,0,10/23/2019,24
Station-5,0,10/23/2019,24
Station-6,1,10/23/2019,24
Station-4,0,10/23/2019,24
Station-1,0,10/23/2019,24
Station-3,0,10/22/2019,24
Station-4,1,10/22/2019,5
Station-6,1,10/22/2019,24
Station-2,0,10/22/2019,24
Station-5,1,10/22/2019,5
Station-1,0,10/22/2019,24
Station-4,0,10/22/2019,19
Station-5,0,10/22/2019,19
Station-1,0,10/21/2019,24
Station-5,0,10/21/2019,19
Station-2,0,10/21/2019,24
Station-4,0,10/21/2019,24
Station-6,1,10/21/2019,24
Station-3,0,10/21/2019,24
Station-5,1,10/21/2019,5
Station-2,1,10/20/2019,24
Station-5,1,10/20/2019,24
Station-1,1,10/20/2019,24
Station-6,1,10/20/2019,24
Station-4,1,10/20/2019,24
Station-3,1,10/20/2019,24
Station-4,1,10/19/2019,24
Station-1,0,10/19/2019,10
Station-2,1,10/19/2019,14
Station-1,1,10/19/2019,14
Station-2,0,10/19/2019,10
Station-6,1,10/19/2019,24
Station-3,1,10/19/2019,14
Station-5,1,10/19/2019,24
Station-3,0,10/19/2019,10
Station-5,0,10/18/2019,19
Station-2,0,10/18/2019,19
Station-3,1,10/18/2019,5
Station-4,0,10/18/2019,19
Station-4,1,10/18/2019,5
Station-6,1,10/18/2019,24
Station-3,0,10/18/2019,19
Station-1,1,10/18/2019,5
Station-5,1,10/18/2019,5
Station-1,0,10/18/2019,19
Station-2,1,10/18/2019,5
Station-5,0,10/17/2019,24
Station-4,0,10/17/2019,24
Station-6,1,10/17/2019,24
Station-1,0,10/17/2019,24
Station-3,0,10/17/2019,24
Station-2,0,10/17/2019,24
Station-2,0,10/16/2019,24
Station-4,1,10/16/2019,5
Station-4,0,10/16/2019,19
Station-5,0,10/16/2019,24
Station-1,0,10/16/2019,24
Station-3,0,10/16/2019,24
Station-6,1,10/16/2019,24
Station-5,0,10/15/2019,24
Station-4,0,10/15/2019,24
Station-1,0,10/15/2019,24
Station-6,1,10/15/2019,24
Station-2,0,10/15/2019,24
Station-3,0,10/15/2019,24
Station-6,1,10/14/2019,24
Station-2,1,10/14/2019,24
Station-3,1,10/14/2019,24
Station-1,1,10/14/2019,24
Station-4,1,10/14/2019,24
Station-5,1,10/14/2019,24
Station-5,1,10/13/2019,24
Station-3,1,10/13/2019,24
Station-2,1,10/13/2019,24
Station-4,1,10/13/2019,24
Station-1,1,10/13/2019,24
Station-6,1,10/13/2019,24
Station-2,0,10/12/2019,9
Station-3,0,10/12/2019,9
Station-4,1,10/12/2019,23
Station-3,1,10/12/2019,14
Station-6,1,10/12/2019,23
Station-5,1,10/12/2019,23
Station-2,1,10/12/2019,14
Station-1,1,10/12/2019,23
Station-4,1,10/11/2019,24
Station-1,1,10/11/2019,24
Station-3,1,10/11/2019,24
Station-2,1,10/11/2019,24
Station-5,1,10/11/2019,24
Station-6,1,10/11/2019,24
Station-5,1,10/10/2019,24
Station-3,1,10/10/2019,5
Station-2,1,10/10/2019,5
Station-2,0,10/10/2019,19
Station-3,0,10/10/2019,19
Station-1,0,10/10/2019,19
Station-6,1,10/10/2019,24
Station-4,1,10/10/2019,24
Station-1,1,10/10/2019,5
Station-4,1,10/9/2019,5
Station-5,1,10/9/2019,5
Station-3,0,10/9/2019,24
Station-6,1,10/9/2019,24
Station-2,0,10/9/2019,24
Station-1,0,10/9/2019,24
Station-4,0,10/9/2019,19
Station-5,0,10/9/2019,19
Station-4,1,10/8/2019,5
Station-1,0,10/8/2019,24
Station-5,0,10/8/2019,24
Station-3,0,10/8/2019,24
Station-4,0,10/8/2019,19
Station-6,1,10/8/2019,24
Station-2,0,10/8/2019,24
